Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,SLA_Violation
Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,18,1,0
Variant 3,Medium,Performance Issue,App,8,4,1.0,0,32,2,0,0
Variant 3,Low,Performance Issue,App,8,5,1.0,0,40,9,0,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,15,1,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,12,0,0
Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,15,0,1
Variant 3,Medium,Incident,Email,8,4,1.0,0,32,15,0,0
Variant 3,Low,Feature Request,Website,8,6,1.0,0,48,18,1,0
Variant 7,Medium,Bug,Email,15,9,3.0,0,135,11,0,0
Variant 1,Medium,Incident,Email,6,2,0.0,0,12,3,0,0
Variant 3,High,Incident,Email,8,4,1.0,0,32,3,0,0
Variant 5,High,Bug,Email,12,5,1.0,1,60,3,0,1
Variant 4,High,Performance Issue,Website,7,6,1.0,0,42,21,0,1
Variant 5,Medium,Bug,Website,12,4,1.0,1,48,10,0,0
Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,23,0,0
Variant 1,Low,Feature Request,Email,6,3,0.0,0,18,2,0,0
Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,1,1,0
Variant 3,Low,Performance Issue,Email,8,6,1.0,0,48,20,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,0,1,0
Variant 3,Low,Incident,Email,8,4,1.0,0,32,14,1,0
Variant 8,Low,Bug,Email,10,2,0.0,0,20,10,0,0
Variant 3,High,Incident,Website,8,5,1.0,0,40,13,0,0
Variant 9,Medium,Incident,Email,10,4,1.0,0,40,17,0,0
Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,5,0,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,18,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,5,1,0
Variant 11,Medium,Feature Request,Email,6,3,0.0,0,18,1,1,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,12,0,0
Variant 1,Low,Feature Request,Website,6,2,0.0,0,12,0,0,0
Variant 7,High,Bug,Website,15,7,3.0,0,105,19,1,1
Variant 3,High,Performance Issue,App,8,5,1.0,0,40,11,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,23,1,0
Variant 6,Medium,Bug,Website,10,6,2.0,0,60,13,1,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,1,0,0
Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,15,0,0
Variant 3,Medium,Performance Issue,Email,8,6,1.0,0,48,12,0,0
Variant 1,Medium,Bug,Email,6,2,0.0,0,12,6,0,0
Variant 8,Medium,Incident,Website,10,3,0.0,0,30,11,0,0
Variant 9,Medium,Service Request,Website,10,4,1.0,0,40,7,0,0
Variant 3,Low,Performance Issue,Email,8,3,1.0,0,24,1,0,0
Variant 1,Low,Bug,Website,6,2,0.0,0,12,7,1,0
Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,18,0,0
Variant 4,Medium,Technical Issue,Email,7,5,1.0,0,35,10,0,0
Variant 2,Low,Bug,Website,4,2,0.0,1,8,11,0,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,5,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,2,1,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,6,0,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,20,0,0
Variant 4,Medium,Incident,Website,7,4,1.0,0,28,20,1,0
Variant 1,Medium,Incident,Website,6,3,0.0,0,18,18,0,0
Variant 12,Medium,Technical Issue,Email,6,4,0.0,0,24,21,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,2,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,13,1,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,22,0,0
Variant 3,Low,Technical Issue,Email,8,3,1.0,0,24,7,0,0
Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,14,0,0
Variant 3,High,Technical Issue,Website,8,4,1.0,0,32,16,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,17,1,0
Variant 6,Medium,Feature Request,Website,10,6,2.0,0,60,4,0,0
Variant 1,High,Bug,App,6,3,0.0,0,18,10,0,0
Variant 3,Low,Feature Request,Email,8,6,1.0,0,48,10,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,7,1,0
Variant 5,Low,Feature Request,Phone,12,5,1.0,1,60,16,0,0
Variant 3,High,Technical Issue,Email,8,4,1.0,0,32,9,1,0
Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,23,0,0
Variant 3,Medium,Service Request,Email,8,3,1.0,0,24,3,0,0
Variant 3,Medium,Incident,Website,8,5,1.0,0,40,4,0,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,13,0,0
Variant 3,Low,Feature Request,Phone,8,4,1.0,0,32,8,0,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,12,1,0
Variant 1,High,Service Request,Email,6,3,0.0,0,18,13,0,0
Variant 4,Medium,Feature Request,Email,7,5,1.0,0,35,6,0,0
Variant 3,Low,Service Request,Email,8,4,1.0,0,32,0,1,0
Variant 3,Medium,Feature Request,Email,8,3,1.0,0,24,6,0,0
Variant 4,Medium,Bug,Website,7,4,1.0,0,28,21,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,22,0,0
Variant 4,Medium,Performance Issue,Website,7,4,1.0,0,28,22,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,17,0,0
Variant 3,Medium,Incident,Email,8,4,1.0,0,32,2,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,14,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,21,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,2,0,0
Variant 1,Low,Service Request,Phone,6,3,0.0,0,18,17,0,0
Variant 13,High,Bug,Website,11,4,1.0,0,44,3,0,1
Variant 6,Low,Performance Issue,Website,10,6,2.0,0,60,3,0,0
Variant 3,Low,Incident,Email,8,4,1.0,0,32,6,1,0
Variant 3,Medium,Feature Request,App,8,5,1.0,0,40,2,0,0
Variant 8,High,Bug,Email,10,3,0.0,0,30,7,0,1
Variant 3,High,Performance Issue,Email,8,4,1.0,0,32,21,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,16,0,0
Variant 6,Medium,Technical Issue,Website,10,6,2.0,0,60,21,1,0
Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,17,0,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,13,1,0
Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,15,0,0
Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,13,1,0
Variant 10,Medium,Incident,Website,6,4,1.0,1,24,7,1,0
Variant 3,High,Incident,Website,8,5,1.0,0,40,15,0,0
Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,12,1,0
Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,14,0,0
Variant 1,Medium,Technical Issue,Website,6,3,0.0,0,18,16,0,0
Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,9,0,0
Variant 4,Medium,Feature Request,Phone,7,5,1.0,0,35,18,0,0
Variant 3,High,Technical Issue,Website,8,4,1.0,0,32,3,0,0
Variant 1,High,Service Request,Email,6,2,0.0,0,12,1,0,0
Variant 1,High,Service Request,Website,6,3,0.0,0,18,23,0,0
Variant 6,Medium,Performance Issue,Email,10,7,2.0,0,70,12,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,9,0,0
Variant 11,Medium,Bug,Email,6,3,0.0,0,18,22,1,0
Variant 4,High,Bug,Website,7,3,1.0,0,21,3,0,0
Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,11,0,0
Variant 4,High,Bug,Email,7,5,1.0,0,35,19,0,0
Variant 3,Medium,Technical Issue,Website,8,3,1.0,0,24,18,0,0
Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,2,1,0
Variant 3,High,Performance Issue,Email,8,3,1.0,0,24,19,0,0
Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,19,1,0
Variant 11,Low,Bug,Website,6,3,0.0,0,18,5,1,0
Variant 12,Medium,Bug,Website,6,2,0.0,0,12,4,1,0
Variant 3,Medium,Performance Issue,Website,8,6,1.0,0,48,11,1,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,5,0,0
Variant 2,Medium,Feature Request,Website,4,3,0.0,1,12,20,0,0
Variant 1,Medium,Feature Request,App,6,2,0.0,0,12,16,0,0
Variant 3,Medium,Technical Issue,Email,8,4,1.0,0,32,5,0,0
Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,20,0,0
Variant 4,High,Bug,Website,7,5,1.0,0,35,21,1,0
Variant 7,Medium,Bug,Email,15,8,3.0,0,120,14,0,0
Variant 8,Medium,Bug,Website,10,3,0.0,0,30,10,1,0
Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,6,0,0
Variant 3,Medium,Incident,Website,8,4,1.0,0,32,6,1,0
Variant 1,Medium,Maintenance,Website,6,3,0.0,0,18,13,0,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,15,1,0
Variant 9,Medium,Bug,Email,10,5,1.0,0,50,5,0,0
Variant 1,Medium,Bug,Email,6,2,0.0,0,12,1,0,0
Variant 3,High,Maintenance,Website,8,5,1.0,0,40,11,1,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,22,0,0
Variant 3,High,Maintenance,Email,8,5,1.0,0,40,3,0,0
Variant 1,Low,Feature Request,App,6,2,0.0,0,12,19,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,3,0,0
Variant 6,Medium,Bug,Email,10,5,2.0,0,50,15,0,0
Variant 7,Medium,Bug,Website,15,8,3.0,0,120,0,0,0
Variant 3,Low,Feature Request,Email,8,4,1.0,0,32,14,0,0
Variant 3,High,Feature Request,Website,8,5,1.0,0,40,11,1,0
Variant 3,Medium,Feature Request,Website,8,6,1.0,0,48,7,0,0
Variant 3,Low,Technical Issue,Website,8,5,1.0,0,40,14,1,0
Variant 8,Medium,Service Request,Email,10,3,0.0,0,30,8,0,0
Variant 8,Medium,Performance Issue,Email,10,3,0.0,0,30,16,0,0
Variant 1,Medium,Bug,App,6,3,0.0,0,18,8,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,9,0,0
Variant 5,Medium,Performance Issue,Email,12,4,1.0,1,48,5,1,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,23,1,0
Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,4,1,0
Variant 1,High,Incident,Email,6,3,0.0,0,18,22,0,0
Variant 10,Medium,Bug,Website,6,4,1.0,1,24,4,1,0
Variant 3,Low,Maintenance,Email,8,5,1.0,0,40,13,1,0
Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,17,1,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,2,0,0
Variant 6,Medium,Service Request,Email,10,6,2.0,0,60,6,0,0
Variant 3,Low,Technical Issue,Website,8,4,1.0,0,32,18,0,0
Variant 3,Medium,Incident,Website,8,4,1.0,0,32,12,0,0
Variant 1,Low,Service Request,Phone,6,3,0.0,0,18,18,0,0
Variant 3,Low,Performance Issue,Email,8,3,1.0,0,24,19,0,0
Variant 7,Medium,Bug,Website,15,7,3.0,0,105,0,0,0
Variant 1,High,Incident,Website,6,3,0.0,0,18,13,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,20,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,11,0,0
Variant 2,Medium,Bug,Website,4,3,0.0,1,12,22,0,0
Variant 4,Low,Maintenance,Website,7,3,1.0,0,21,13,0,0
Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,6,0,0
Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,22,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,1,1,0
Variant 8,High,Bug,Website,10,3,0.0,0,30,9,0,1
Variant 9,Low,Performance Issue,Phone,10,4,1.0,0,40,0,1,0
Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,20,0,0
Variant 11,High,Bug,Email,6,3,0.0,0,18,20,0,0
Variant 1,Medium,Incident,Website,6,3,0.0,0,18,6,0,0
Variant 4,High,Maintenance,Email,7,3,1.0,0,21,0,1,0
Variant 3,Medium,Service Request,Email,8,5,1.0,0,40,18,0,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,17,0,0
Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,21,0,0
Variant 13,Medium,Feature Request,Email,11,5,1.0,0,55,14,1,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,0,1,0
Variant 4,High,Bug,Website,7,4,1.0,0,28,19,0,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,13,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,2,1,0
Variant 11,Medium,Technical Issue,Website,6,3,0.0,0,18,13,0,0
Variant 4,Medium,Bug,Website,7,5,1.0,0,35,18,0,0
Variant 2,Low,Feature Request,Email,4,2,0.0,1,8,11,0,0
Variant 9,Low,Bug,Email,10,5,1.0,0,50,1,0,0
Variant 4,Medium,Feature Request,Website,7,4,1.0,0,28,0,0,0
Variant 3,Medium,Performance Issue,Email,8,6,1.0,0,48,12,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,14,0,0
Variant 1,Medium,Service Request,App,6,3,0.0,0,18,15,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,23,0,0
Variant 1,High,Maintenance,Website,6,3,0.0,0,18,2,0,0
Variant 4,Medium,Performance Issue,Email,7,5,1.0,0,35,22,1,0
Variant 3,High,Feature Request,Email,8,4,1.0,0,32,4,1,0
Variant 2,High,Feature Request,Email,4,3,0.0,1,12,16,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,19,0,0
Variant 1,High,Feature Request,App,6,2,0.0,0,12,20,1,0
Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,13,0,0
Variant 10,Medium,Feature Request,Email,6,3,1.0,1,18,11,0,0
Variant 1,Low,Incident,Website,6,3,0.0,0,18,23,0,0
Variant 3,Low,Incident,Email,8,4,1.0,0,32,17,0,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,14,0,0
Variant 5,Medium,Bug,Email,12,5,1.0,1,60,21,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,15,0,0
Variant 2,Medium,Maintenance,Phone,4,2,0.0,1,8,18,1,0
Variant 1,Medium,Bug,Website,6,2,0.0,0,12,10,0,0
Variant 3,Low,Maintenance,App,8,4,1.0,0,32,8,0,0
Variant 4,Medium,Bug,Email,7,4,1.0,0,28,21,0,0
Variant 5,Medium,Bug,Email,12,5,1.0,1,60,13,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,21,0,0
Variant 2,Low,Incident,Website,4,2,0.0,1,8,3,1,0
Variant 3,Medium,Feature Request,Email,8,6,1.0,0,48,23,1,0
Variant 1,Low,Maintenance,Email,6,2,0.0,0,12,15,0,0
Variant 5,Medium,Performance Issue,Email,12,5,1.0,1,60,7,0,0
Variant 3,Medium,Performance Issue,App,8,4,1.0,0,32,5,0,0
Variant 3,Medium,Service Request,Website,8,6,1.0,0,48,8,1,0
Variant 1,Medium,Bug,App,6,2,0.0,0,12,14,1,0
Variant 1,Medium,Service Request,Email,6,2,0.0,0,12,13,0,0
Variant 4,High,Feature Request,Website,7,4,1.0,0,28,7,0,0
Variant 1,Low,Bug,Email,6,3,0.0,0,18,16,1,0
Variant 1,Medium,Bug,Email,6,2,0.0,0,12,1,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,5,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,16,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,11,0,0
Variant 3,Low,Maintenance,Website,8,5,1.0,0,40,5,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,0,0
Variant 3,Medium,Performance Issue,Phone,8,5,1.0,0,40,0,0,0
Variant 1,Medium,Incident,Email,6,2,0.0,0,12,13,0,0
Variant 13,High,Performance Issue,Website,11,6,1.0,0,66,11,0,1
Variant 3,High,Service Request,Website,8,4,1.0,0,32,17,0,0
Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,0,0,0
Variant 4,Low,Incident,Website,7,5,1.0,0,35,16,0,0
Variant 1,Low,Feature Request,App,6,3,0.0,0,18,12,0,0
Variant 3,Medium,Incident,Email,8,4,1.0,0,32,22,0,0
Variant 3,Low,Incident,Website,8,4,1.0,0,32,23,0,0
Variant 2,Low,Bug,Website,4,2,0.0,1,8,8,0,0
Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,5,0,0
Variant 8,High,Performance Issue,Website,10,3,0.0,0,30,14,1,1
Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,4,0,0
Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,6,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,18,1,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,16,1,0
Variant 1,High,Technical Issue,Email,6,2,0.0,0,12,15,1,0
Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,14,0,0
Variant 5,High,Feature Request,Email,12,4,1.0,1,48,7,0,1
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,16,0,0
Variant 1,High,Incident,Website,6,3,0.0,0,18,8,0,0
Variant 8,Low,Bug,Website,10,3,0.0,0,30,19,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,19,0,0
Variant 3,High,Performance Issue,Phone,8,5,1.0,0,40,7,0,0
Variant 9,Low,Feature Request,Website,10,5,1.0,0,50,18,0,0
Variant 3,Low,Feature Request,App,8,4,1.0,0,32,22,0,0
Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,22,1,0
Variant 7,Medium,Bug,Email,15,9,3.0,0,135,20,0,0
Variant 1,Medium,Bug,Website,6,2,0.0,0,12,1,1,0
Variant 8,Medium,Incident,Website,10,3,0.0,0,30,20,0,0
Variant 10,High,Bug,Website,6,4,1.0,1,24,14,0,0
Variant 9,Medium,Incident,Email,10,5,1.0,0,50,10,0,0
Variant 10,Medium,Bug,Email,6,3,1.0,1,18,10,0,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,8,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,14,0,0
Variant 3,High,Feature Request,Email,8,3,1.0,0,24,5,0,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,9,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,11,0,0
Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,9,0,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,2,1,0
Variant 3,Medium,Feature Request,App,8,5,1.0,0,40,17,1,0
Variant 6,High,Feature Request,Phone,10,7,2.0,0,70,21,0,1
Variant 7,Medium,Bug,Email,15,8,3.0,0,120,16,0,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,0,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,0,0
Variant 4,Low,Performance Issue,Website,7,3,1.0,0,21,19,0,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,21,1,0
Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,20,1,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,17,0,0
Variant 1,Low,Service Request,Email,6,3,0.0,0,18,14,0,0
Variant 4,Medium,Incident,Website,7,3,1.0,0,21,23,0,0
Variant 3,High,Performance Issue,App,8,3,1.0,0,24,0,0,0
Variant 1,High,Bug,Email,6,3,0.0,0,18,18,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,19,0,0
Variant 3,Low,Service Request,Website,8,4,1.0,0,32,16,1,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,4,0,0
Variant 1,Medium,Service Request,Phone,6,3,0.0,0,18,8,0,0
Variant 3,Medium,Performance Issue,App,8,4,1.0,0,32,15,1,0
Variant 3,High,Feature Request,Website,8,6,1.0,0,48,21,1,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,23,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,22,0,0
Variant 3,Medium,Service Request,Website,8,5,1.0,0,40,18,1,0
Variant 3,Low,Maintenance,Email,8,5,1.0,0,40,16,1,0
Variant 3,High,Technical Issue,Email,8,5,1.0,0,40,12,0,0
Variant 8,Low,Bug,Email,10,3,0.0,0,30,1,0,0
Variant 3,Low,Performance Issue,Website,8,3,1.0,0,24,12,0,0
Variant 4,Medium,Service Request,Website,7,4,1.0,0,28,1,0,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,2,0,0
Variant 3,High,Service Request,Email,8,5,1.0,0,40,8,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,2,0,0
Variant 1,High,Bug,Website,6,2,0.0,0,12,12,1,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,13,0,0
Variant 1,Low,Bug,Email,6,2,0.0,0,12,10,0,0
Variant 1,Medium,Incident,Email,6,3,0.0,0,18,15,0,0
Variant 5,Medium,Bug,Website,12,5,1.0,1,60,18,0,0
Variant 1,High,Technical Issue,Email,6,3,0.0,0,18,3,0,0
Variant 8,Medium,Bug,Email,10,3,0.0,0,30,21,1,0
Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,11,1,0
Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,14,1,0
Variant 3,High,Maintenance,Email,8,3,1.0,0,24,10,0,1
Variant 12,Medium,Feature Request,Website,6,3,0.0,0,18,2,0,0
Variant 5,High,Bug,Email,12,6,1.0,1,72,18,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,15,1,0
Variant 9,Medium,Feature Request,Email,10,5,1.0,0,50,18,0,0
Variant 1,Low,Service Request,Phone,6,3,0.0,0,18,7,1,0
Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,18,0,0
Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,8,0,0
Variant 1,High,Feature Request,Email,6,3,0.0,0,18,3,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,14,0,0
Variant 1,Low,Performance Issue,Phone,6,2,0.0,0,12,22,0,0
Variant 7,Medium,Bug,Email,15,8,3.0,0,120,1,1,0
Variant 1,Low,Incident,Website,6,3,0.0,0,18,16,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,20,0,0
Variant 2,Medium,Service Request,Website,4,3,0.0,1,12,18,1,0
Variant 1,Low,Service Request,Website,6,2,0.0,0,12,11,1,0
Variant 1,High,Performance Issue,Website,6,2,0.0,0,12,4,1,0
Variant 1,Medium,Incident,Website,6,2,0.0,0,12,5,0,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,3,1,0
Variant 3,Medium,Incident,Website,8,4,1.0,0,32,4,0,0
Variant 1,High,Incident,Website,6,3,0.0,0,18,19,0,0
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,12,0,0
Variant 1,Medium,Incident,Website,6,3,0.0,0,18,10,0,0
Variant 3,Low,Performance Issue,App,8,5,1.0,0,40,10,0,0
Variant 1,High,Bug,Website,6,3,0.0,0,18,18,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,17,0,0
Variant 3,Medium,Technical Issue,Website,8,5,1.0,0,40,3,1,0
Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,1,0,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,10,1,0
Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,8,1,0
Variant 3,Low,Feature Request,Email,8,6,1.0,0,48,15,0,0
Variant 4,Medium,Performance Issue,Email,7,4,1.0,0,28,3,0,0
Variant 4,Low,Bug,Website,7,5,1.0,0,35,17,0,0
Variant 3,High,Feature Request,Email,8,5,1.0,0,40,6,1,0
Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,2,0,0
Variant 10,Low,Bug,Website,6,4,1.0,1,24,22,0,0
Variant 1,Medium,Bug,Email,6,2,0.0,0,12,19,0,0
Variant 1,Medium,Bug,Website,6,2,0.0,0,12,2,0,0
Variant 1,High,Bug,Website,6,3,0.0,0,18,3,0,0
Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,9,0,0
Variant 1,Medium,Technical Issue,Website,6,2,0.0,0,12,9,0,0
Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,15,0,1
Variant 1,Medium,Service Request,Phone,6,3,0.0,0,18,10,0,0
Variant 8,High,Service Request,Website,10,3,0.0,0,30,9,0,1
Variant 1,Low,Maintenance,Website,6,2,0.0,0,12,9,0,0
Variant 1,High,Maintenance,Website,6,3,0.0,0,18,17,0,0
Variant 7,High,Bug,Email,15,8,3.0,0,120,0,0,1
Variant 12,Low,Incident,Website,6,3,0.0,0,18,23,0,0
Variant 1,Medium,Maintenance,Website,6,3,0.0,0,18,5,0,0
Variant 3,Medium,Feature Request,App,8,5,1.0,0,40,14,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,13,0,0
Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,6,0,0
Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,6,0,0
Variant 5,High,Bug,Email,12,5,1.0,1,60,17,0,1
Variant 1,Medium,Bug,Website,6,3,0.0,0,18,21,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,15,1,0
Variant 10,Low,Incident,Email,6,3,1.0,1,18,10,0,0
Variant 5,Medium,Maintenance,Email,12,4,1.0,1,48,19,0,0
Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,0,0,0
Variant 1,Low,Bug,Email,6,3,0.0,0,18,19,0,0
Variant 4,Medium,Bug,Email,7,5,1.0,0,35,19,1,0
Variant 3,High,Incident,Phone,8,4,1.0,0,32,9,1,1
Variant 4,Medium,Bug,Email,7,4,1.0,0,28,5,1,0
Variant 1,Medium,Bug,Website,6,2,0.0,0,12,0,0,0
Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,23,0,0
Variant 3,Medium,Service Request,App,8,5,1.0,0,40,13,0,0
Variant 4,Low,Feature Request,Email,7,4,1.0,0,28,10,0,0
Variant 1,Medium,Bug,Email,6,3,0.0,0,18,18,0,0
Variant 2,Medium,Bug,Website,4,2,0.0,1,8,13,0,0
Variant 5,Medium,Performance Issue,Website,12,6,1.0,1,72,22,1,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,10,0,0
Variant 1,Low,Bug,Website,6,2,0.0,0,12,14,1,0
Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,19,0,0
Variant 1,High,Feature Request,Website,6,2,0.0,0,12,7,0,0
Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,4,0,0
Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,0,0,0
Variant 1,Low,Bug,Website,6,3,0.0,0,18,11,1,0
Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,4,0,0
Variant 1,Low,Bug,Email,6,3,0.0,0,18,1,0,0
Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,13,1,0
Variant 3,High,Feature Request,Email,8,4,1.0,0,32,22,0,0
